Name,Category,File,File Name,分类,图标名,标签,Tag
surveillance cameras one,Hardware,https://wentin.github.io/IconPark/source/Hardware/surveillance-cameras-one.svg,surveillance-cameras-one,硬件,监控摄像头,"摄像, 拍摄, 记录, 录像, 录制, 检测, 探头, 抓拍, 偷拍","camera, filming, recording, video recording, testing, probes, capture, candid"
order,Books,https://wentin.github.io/IconPark/source/Books/order.svg,order,书籍,订单,"抢单, 文档, 发票, 记录, 计分牌","grab a single, documents, invoices, records, scoreboard"
calendar,Edit,https://wentin.github.io/IconPark/source/Edit/calendar.svg,calendar,编辑,日历,"日期, 时间, 日历, 排期","date, time, calendar, schedule"
remind,Music,https://wentin.github.io/IconPark/source/Music/remind.svg,remind,声音,提醒,"提示, 消息, 警示, 警钟, 铃铛","tips, news, warning, alarm bells, bells"
network tree,Connect,https://wentin.github.io/IconPark/source/Connect/network-tree.svg,network-tree,连接,网络节点,"网络, 结构, 节点, 联通, 信息, 传输, 信号","network architecture, node, link, information transmission, signal"
thinking problem,Others,https://wentin.github.io/IconPark/source/Others/thinking-problem.svg,thinking-problem,其它,思考问题,思考问题,thinking
thunderstorm one,Weather,https://wentin.github.io/IconPark/source/Weather/thunderstorm-one.svg,thunderstorm-one,天气,雷雨,"雷雨, 打雷, 闪电, 下雨","rain, thunder, lightning, rain"
camera four,Hardware,https://wentin.github.io/IconPark/source/Hardware/camera-four.svg,camera-four,硬件,监控录像,"摄像, 拍摄, 记录, 录像, 录制, 检测, 探头, 抓拍, 偷拍, 电影, 放映","camera, filming, recording, video recording, testing, probes, capture, videotaping, film, screenings"
topic,Communicate,https://wentin.github.io/IconPark/source/Communicate/topic.svg,topic,交流,话题,"话题, 超话, 挑战赛, 讨论","topic, ultra words, challenge, discussion"
umbrella,Base,https://wentin.github.io/IconPark/source/Base/umbrella.svg,umbrella,基础,雨伞,"雨伞, 保护, 下雨, 庇护, 防护, 安全, 天气, 护盾","umbrella, protection, rain, shelter, protection, safety, weather, shields"
game,Others,https://wentin.github.io/IconPark/source/Others/game.svg,game,其它,游戏,"游戏, 娱乐, 玩耍","games, entertainment, play"
beauty,Operate,https://wentin.github.io/IconPark/source/Operate/beauty.svg,beauty,操作,美颜,"美妆, 变美, 化妆, 美女, 女性, 女性用户","beauty, becomes beautiful, makeup, beauty, women, female users"
belt,Clothes,https://wentin.github.io/IconPark/source/Clothes/belt.svg,belt,服饰,腰带,"皮带, 皮具","belts, leather"
pound,Base,https://wentin.github.io/IconPark/source/Base/pound.svg,pound,基础,井号,"井号, 符号, 字符, 话题","well numbers, symbols, characters, topics"
microphone,Hardware,https://wentin.github.io/IconPark/source/Hardware/microphone.svg,microphone,硬件,麦克风,"话筒, 收音器, 音乐, 乐器, 扩音器, 耳麦, 麦霸","microphone, radio, music, musical instruments, microphones, headsets, pa mak"
connection arrow,Base,https://wentin.github.io/IconPark/source/Base/connection-arrow.svg,connection-arrow,基础,连接箭头,"连接, 箭头, 相连, 流程","connection, arrow, is connected to the flow"
bitcoin,Character,https://wentin.github.io/IconPark/source/Character/bitcoin.svg,bitcoin,符号,比特币,比特币,bitcoin
applet closed,Others,https://wentin.github.io/IconPark/source/Others/applet-closed.svg,applet-closed,其它,小程序关闭,小程序关闭,applet closed
hotel please clean,Life,https://wentin.github.io/IconPark/source/Life/hotel-please-clean.svg,hotel-please-clean,家居,请打扫,请打扫 房间,please clean the room
block nine,Others,https://wentin.github.io/IconPark/source/Others/block-nine.svg,block-nine,其它,俄罗斯方块,"俄罗斯方块, 拼接, 模块, 组合, 组件, 游戏, 娱乐, 乐高, 魔方","tetris, high stitching, modules, combined, components, games, entertainment, music, rubik's cube"
cpu,Hardware,https://wentin.github.io/IconPark/source/Hardware/cpu.svg,cpu,硬件,芯片,"芯片, CPU, GPU, 算法, 算力, 电路, 运算","chip, cpu, gpu, algorithms, calculation power, circuit, an operational"
update rotation,Abstract,https://wentin.github.io/IconPark/source/Abstract/update-rotation.svg,update-rotation,抽象,更新,"更新, 旋转, 下载, 最新","update, rotation, download, latest"
blocks and arrows,Abstract,https://wentin.github.io/IconPark/source/Abstract/blocks-and-arrows.svg,blocks-and-arrows,抽象,模块箭头,模块箭头,module arrow
wifi,Others,https://wentin.github.io/IconPark/source/Others/wifi.svg,wifi,其它,无线网络,"Wi-Fi, 无线网, 网络, 信号","wi-fi, wireless networks, network signal"
endocrine,Health,https://wentin.github.io/IconPark/source/Health/endocrine.svg,endocrine,医疗健康,内分泌,"分泌, 火, 新陈代谢","secretion, fire, metabolism"
double bed,Life,https://wentin.github.io/IconPark/source/Life/double-bed.svg,double-bed,家居,双人床,双人床 睡觉 休息,double bed rest
bytedance mini app,Others,https://wentin.github.io/IconPark/source/Others/bytedance-mini-app.svg,bytedance-mini-app,其它,字节小程序,"小程序, 图标","applet, icon"
tabletennis,Sports,https://wentin.github.io/IconPark/source/Sports/tabletennis.svg,tabletennis,运动,乒乓球,"乒乓球, 乒乓, 运动, 体育, 拍, 打, 扣, 球类, 球","table tennis, table tennis, sport, sports, shoot, fight, buttons, ball, ball"
two fingers,Hands,https://wentin.github.io/IconPark/source/Hands/two-fingers.svg,two-fingers,手势,两个手指,"手指, 手势","finger, gesture"
multicast,Charts,https://wentin.github.io/IconPark/source/Charts/multicast.svg,multicast,图表,多播,"组播, 节点传输, 多节点, 传输, 通信","multicast transmission node, multi-node, transmission, communication"
general branch,Health,https://wentin.github.io/IconPark/source/Health/general-branch.svg,general-branch,医疗健康,全科,"添加, 科室, 全部科室","add, departments, all departments"
bottle one,Foods,https://wentin.github.io/IconPark/source/Foods/bottle-one.svg,bottle-one,餐饮,酒瓶,"酒水, 瓶子, 容器, 塑料瓶, 玻璃瓶","drinks, bottles, containers, plastic bottles, glass bottles"
misaligned semicircle,Abstract,https://wentin.github.io/IconPark/source/Abstract/misaligned-semicircle.svg,misaligned-semicircle,抽象,半圆,半圆,semicircle
remote control,Hardware,https://wentin.github.io/IconPark/source/Hardware/remote-control.svg,remote-control,硬件,遥控器,"控制, 遥控, 开关, 调节, 调整, 命令, 传感器, 感应器","control, remote control, switch, regulate, adjust, commands, sensors, sensors"
joystick,Others,https://wentin.github.io/IconPark/source/Others/joystick.svg,joystick,其它,游戏摇杆,"游戏, 操作, 摇杆, 手柄","game operation, a joystick, the handle"
pivot table,Charts,https://wentin.github.io/IconPark/source/Charts/pivot-table.svg,pivot-table,图表,数据透视表,"数据, 透视, 表格, 交互式表格","data perspective, the table, the interactive table"
storage card two,Hardware,https://wentin.github.io/IconPark/source/Hardware/storage-card-two.svg,storage-card-two,硬件,储存卡2,"U盘, 硬盘, 储存, 硬件, 移动, 保存, 文件, 安全","u disk, hard disk, storage, hardware, move, save, file, security"
calculator one,Hardware,https://wentin.github.io/IconPark/source/Hardware/calculator-one.svg,calculator-one,硬件,计算器,"计算, 智能, 算数, 统计, 结果, 答案, 数字, 加, 减, 乘, 除, 工具","computing, intelligence, arithmetic, statistics, results, answers, numbers, addition, subtraction, multiplication, division, tools"
shield,Base,https://wentin.github.io/IconPark/source/Base/shield.svg,shield,基础,安全,"安全, 保护, 护盾, 防护","security, protection, shield, protection"
setting config,Base,https://wentin.github.io/IconPark/source/Base/setting-config.svg,setting-config,基础,设置配置,"调节, 调整, 音量调节, 设置调节","adjusting, adjustment, volume adjustment, adjustment is provided"
database enter,Datas,https://wentin.github.io/IconPark/source/Datas/database-enter.svg,database-enter,数据库,数据库进入,数据库进入,into the database
charging treasure,Hardware,https://wentin.github.io/IconPark/source/Hardware/charging-treasure.svg,charging-treasure,硬件,充电宝,"电池, 电量, 充电, 能量, 能源, 充电器, 移动电源","battery, charge, charge, energy, energy, charger, mobile power"
sort one,Arrows,https://wentin.github.io/IconPark/source/Arrows/sort-one.svg,sort-one,方向,排序1,"顺序, 排序","order, ordering"
watermelon one,Foods,https://wentin.github.io/IconPark/source/Foods/watermelon-one.svg,watermelon-one,餐饮,西瓜,"水果, 瓜","fruit, melon"
escalators,Build,https://wentin.github.io/IconPark/source/Build/escalators.svg,escalators,建筑,手扶电梯,手扶电梯,escalators
copyright,Character,https://wentin.github.io/IconPark/source/Character/copyright.svg,copyright,符号,版权符号,版权符号,copyright symbol
play basketball,Sports,https://wentin.github.io/IconPark/source/Sports/play-basketball.svg,play-basketball,运动,打篮球,"篮球, 球类, 球, 运动, 扣篮, 远投, 传球, 助攻, 体育","basketball, ball, ball, sports, dunk, long shot, passing, assists, sports"
bubble chart,Charts,https://wentin.github.io/IconPark/source/Charts/bubble-chart.svg,bubble-chart,图表,气泡图,"气泡, 数据, 图表","bubbles, data, graphics"
config,Base,https://wentin.github.io/IconPark/source/Base/config.svg,config,基础,配置,"配置, 设置, 配置","configuration, setup, configuration"
hotel,Build,https://wentin.github.io/IconPark/source/Build/hotel.svg,hotel,建筑,酒店,"城楼, 阁楼, 房子, 楼房, 大厦, 办公楼","tower, loft, house, building, building, office building"
recycling,Arrows,https://wentin.github.io/IconPark/source/Arrows/recycling.svg,recycling,方向,可回收,"组件, 循环, 可持续, 新能源","assembly, recycling, and sustainable new energy"
game two,Operate,https://wentin.github.io/IconPark/source/Operate/game-two.svg,game-two,操作,游戏,"游戏, 手柄, 操作, 玩","game, handles, play"
nine points connected,Abstract,https://wentin.github.io/IconPark/source/Abstract/nine-points-connected.svg,nine-points-connected,抽象,九点连接,九点连接,nine connection
video one,Office,https://wentin.github.io/IconPark/source/Office/video-one.svg,video-one,办公,视频,"摄像, 视频, 电影, 投影, 影像","photography, video, film, projection, video"
rectangle x,Abstract,https://wentin.github.io/IconPark/source/Abstract/rectangle-x.svg,rectangle-x,抽象,大X,"大X, 抽象, 关闭, 错误","big x, abstract, close, error"
gift,Base,https://wentin.github.io/IconPark/source/Base/gift.svg,gift,基础,礼物,"礼盒, 礼品, 惊喜","gift boxes, gift, surprise"
printer two,Hardware,https://wentin.github.io/IconPark/source/Hardware/printer-two.svg,printer-two,硬件,打印机,"打印, 印刷, 印制, 复制, 机器, 设备","printing, printing, printing, copying, machinery, equipment"
clothes hoodie,Clothes,https://wentin.github.io/IconPark/source/Clothes/clothes-hoodie.svg,clothes-hoodie,服饰,卫衣,"衣服, 服装, 服饰","clothes, clothing, apparel"
title level,Edit,https://wentin.github.io/IconPark/source/Edit/title-level.svg,title-level,编辑,标题级别,"字号, 级别, 文字尺寸, 文字大小","size, level, text size, text size"
bluetooth,Base,https://wentin.github.io/IconPark/source/Base/bluetooth.svg,bluetooth,基础,蓝牙,"蓝牙, 设备, 无线连接","bluetooth devices, wireless connection"
hand down,Hands,https://wentin.github.io/IconPark/source/Hands/hand-down.svg,hand-down,手势,向下指,"向下, 下面, 手, 手势, hand","down below, hand gestures, hand"
oval love two,Abstract,https://wentin.github.io/IconPark/source/Abstract/oval-love-two.svg,oval-love-two,抽象,椭圆爱心,椭圆爱心 喜欢,love like ellipse
surprised face with open mouth,Emoji,https://wentin.github.io/IconPark/source/Emoji/surprised-face-with-open-mouth.svg,surprised-face-with-open-mouth,表情,惊讶,惊讶,surprise
watch one,Hardware,https://wentin.github.io/IconPark/source/Hardware/watch-one.svg,watch-one,硬件,手表,"计时器, 手表, 时间, 智能手表, 机械表","timers, watches, time, smart watches, mechanical watches"
green new energy,Others,https://wentin.github.io/IconPark/source/Others/green-new-energy.svg,green-new-energy,其它,绿色新能源,绿色新能源,new green energy
gift box,Base,https://wentin.github.io/IconPark/source/Base/gift-box.svg,gift-box,基础,礼物盒,礼物盒,gift box
plus,Character,https://wentin.github.io/IconPark/source/Character/plus.svg,plus,符号,加,"新建,  增加 , 创建","new, increase, create"
vacuum cleaner,Hardware,https://wentin.github.io/IconPark/source/Hardware/vacuum-cleaner.svg,vacuum-cleaner,硬件,吸尘器,"卫生, 打扫, 清除, 干净, 垃圾, 清洗, 电器","health, clean, clear, clean, garbage, cleaning, electrical appliances"
comments,Communicate,https://wentin.github.io/IconPark/source/Communicate/comments.svg,comments,交流,评论,"信息, 聊天, 通知, 社交, 沟通, 新消息, 合作洽谈, 评论区","information, chat, notifications, social, communication, news, discuss cooperation, the comments section"
apple,Brand,https://wentin.github.io/IconPark/source/Brand/apple.svg,apple,品牌,苹果,"苹果, 手机, 电脑, 设备","apple, mobile phones, computers, equipment"
circle three,Abstract,https://wentin.github.io/IconPark/source/Abstract/circle-three.svg,circle-three,抽象,圆圈,"圆圈, 抽象, 三个","circle, abstract, three"
outdoor,Others,https://wentin.github.io/IconPark/source/Others/outdoor.svg,outdoor,其它,户外,"户外, 运动, 体育, 锻炼, 旅游","outdoor, sports, sports, exercise, travel"
phone outgoing,Base,https://wentin.github.io/IconPark/source/Base/phone-outgoing.svg,phone-outgoing,基础,电拨拨出,"拨出, 呼叫, 通话, 电话","outgoing, call, call, phone"
play volleyball,Sports,https://wentin.github.io/IconPark/source/Sports/play-volleyball.svg,play-volleyball,运动,打排球,"打排球, 排球, 运动, 体育, 拍, 打, 扣, 球类, 球","playing volleyball, volleyball, sports, sports, shoot, fight, buttons, ball, ball"
text underline,Edit,https://wentin.github.io/IconPark/source/Edit/text-underline.svg,text-underline,编辑,文字下划线,"下划线, 文字, 排版","underline, text, typography"
balance one,Sports,https://wentin.github.io/IconPark/source/Sports/balance-one.svg,balance-one,运动,电子秤,"称, 减肥, 减脂, 平衡, 体重, 重量, 质量, 沉重, 体育","said weight loss, fat loss, balance, weight, weight, quality, heavy, sports"
dome,Build,https://wentin.github.io/IconPark/source/Build/dome.svg,dome,建筑,圆顶,"地球, 圆球","earth, sphere"
court,Sports,https://wentin.github.io/IconPark/source/Sports/court.svg,court,运动,篮球场,"运动, 篮球, 场地","sports, basketball, field"
poker,Others,https://wentin.github.io/IconPark/source/Others/poker.svg,poker,其它,扑克,"扑克, 赌博, 运气, 魔术","poker, gambling, luck, magic"
ipad one,Hardware,https://wentin.github.io/IconPark/source/Hardware/ipad-one.svg,ipad-one,硬件,平板电脑,"电脑, 屏幕, 平板, 移动电脑","computer, screen, tablet, mobile computers"
tower of pisa,Build,https://wentin.github.io/IconPark/source/Build/tower-of-pisa.svg,tower-of-pisa,建筑,比萨斜塔,"城楼, 阁楼, 寺庙, 教堂, 办公楼","tower, loft, temples, churches, office buildings"
figma reset instance,Abstract,https://wentin.github.io/IconPark/source/Abstract/figma-reset-instance.svg,figma-reset-instance,抽象,解除组件,解除组件,lift components
digital watches,Hardware,https://wentin.github.io/IconPark/source/Hardware/digital-watches.svg,digital-watches,硬件,电子表,"计时器, 手表, 时间, 智能手表, 机械表","timers, watches, time, smart watches, mechanical watches"
symbol,Character,https://wentin.github.io/IconPark/source/Character/symbol.svg,symbol,符号,符号,"标志, 标志性, 阿尔法, 符号","sign, symbol, alpha, symbol"
single bed,Life,https://wentin.github.io/IconPark/source/Life/single-bed.svg,single-bed,家居,单人床,单人床 睡觉 酒店 休息,beds to sleep in hotel
crown,Others,https://wentin.github.io/IconPark/source/Others/crown.svg,crown,其它,皇冠,"皇冠, 王冠, 皇上, 国王, 第一, 权利","crown crown, emperor, king, a first right"
inbox success r,Books,https://wentin.github.io/IconPark/source/Books/inbox-success-r.svg,inbox-success-r,书籍,收件箱成功,"收件箱, 成功","inbox, success"
chef hat,Clothes,https://wentin.github.io/IconPark/source/Clothes/chef-hat.svg,chef-hat,服饰,厨师帽,"厨师, 帽子",chef hat
winking face with open eyes,Emoji,https://wentin.github.io/IconPark/source/Emoji/winking-face-with-open-eyes.svg,winking-face-with-open-eyes,表情,眨一个眼睛,眨一个眼睛,blink of an eye
round distortion,Abstract,https://wentin.github.io/IconPark/source/Abstract/round-distortion.svg,round-distortion,抽象,圆形扭曲,圆形扭曲,twisting round
expand left and right,Edit,https://wentin.github.io/IconPark/source/Edit/expand-left-and-right.svg,expand-left-and-right,编辑,左右扩大,左右扩大,about expanding
commuter bag,Clothes,https://wentin.github.io/IconPark/source/Clothes/commuter-bag.svg,commuter-bag,服饰,通勤包,"挎包, 手提包, 包包","satchel, handbag, bag"
cake one,Foods,https://wentin.github.io/IconPark/source/Foods/cake-one.svg,cake-one,餐饮,蛋糕,"甜点, 糕点, 甜食, 甜品, 食物, 点心, 下午茶","desserts, pastries, sweets, desserts, food, snacks, afternoon tea"
send one,Arrows,https://wentin.github.io/IconPark/source/Arrows/send-one.svg,send-one,方向,发送1,"飞机, 发送, 飞书","aircraft, send, flying book"
zoom internal,Others,https://wentin.github.io/IconPark/source/Others/zoom-internal.svg,zoom-internal,其它,缩放,"缩放, 内缩放, 大小","zoom, zoom inside, size"
pear,Foods,https://wentin.github.io/IconPark/source/Foods/pear.svg,pear,餐饮,梨子,水果,fruit
stethoscope,Others,https://wentin.github.io/IconPark/source/Others/stethoscope.svg,stethoscope,其它,听诊器,"医疗, 医生, 治疗, 监测, 大夫, 护士, 药物","medical, doctor, treatment, monitoring, doctors, nurses, drugs"
data four,Charts,https://wentin.github.io/IconPark/source/Charts/data-four.svg,data-four,图表,数据,"部分数据, 数据","part of the data,"
loudly crying face,Emoji,https://wentin.github.io/IconPark/source/Emoji/loudly-crying-face.svg,loudly-crying-face,表情,哭,哭,cry
city gate,Build,https://wentin.github.io/IconPark/source/Build/city-gate.svg,city-gate,建筑,城门,"城楼, 阁楼, 房子, 楼房","tower, loft, house, building"
monitor camera,Hardware,https://wentin.github.io/IconPark/source/Hardware/monitor-camera.svg,monitor-camera,硬件,监控摄像头,"监控, 摄像头, 网络摄像头, 摄像机, 摄像机, 摄像头, 监视","monitor, camera, web camera, video camera, video camera, camera, monitor"
diamond necklace,Clothes,https://wentin.github.io/IconPark/source/Clothes/diamond-necklace.svg,diamond-necklace,服饰,钻石项链,"项链, 挂件","necklaces, pendants"
login,Arrows,https://wentin.github.io/IconPark/source/Arrows/login.svg,login,方向,进入,"进入, 向左",into the left
save one,Base,https://wentin.github.io/IconPark/source/Base/save-one.svg,save-one,基础,保存硬盘,"保存, 存储, 暂存, 草稿","preservation, storage, staging, draft"
text rotation up,Edit,https://wentin.github.io/IconPark/source/Edit/text-rotation-up.svg,text-rotation-up,编辑,文本旋转-上,"文本, 编辑, 文字, 旋转, 向上","text editor, text, rotation, upward"
puzzle,Base,https://wentin.github.io/IconPark/source/Base/puzzle.svg,puzzle,基础,拼图,"拼图, 版图, 拼接, 组合","puzzles, territory, stitching, combinations"
woolen hat,Clothes,https://wentin.github.io/IconPark/source/Clothes/woolen-hat.svg,woolen-hat,服饰,呢帽,"帽子, 顶帽","hat, top hat"
anguished face,Emoji,https://wentin.github.io/IconPark/source/Emoji/anguished-face.svg,anguished-face,表情,圆嘴,圆嘴,round nose
record player,Hardware,https://wentin.github.io/IconPark/source/Hardware/record-player.svg,record-player,硬件,播放器,"播放, 音响, 广播, 通知, 喇叭, 声音, 乐器, 听音乐, ","player, stereo, radio, notice, speakers, sound, musical instruments, music,"
rocket,Base,https://wentin.github.io/IconPark/source/Base/rocket.svg,rocket,基础,火箭,"火箭, 发射, 上升, 速度","rocket, launch, increased speed"
diapers one,Clothes,https://wentin.github.io/IconPark/source/Clothes/diapers-one.svg,diapers-one,服饰,尿不湿,内裤,underpants
air conditioning,Hardware,https://wentin.github.io/IconPark/source/Hardware/air-conditioning.svg,air-conditioning,硬件,空调,"电空调, 家电, 温度, 过滤器, 制暖, 制冷, 换气","electric air conditioning, appliances, temperature, filter, heating, cooling, ventilation"
eiffel tower,Build,https://wentin.github.io/IconPark/source/Build/eiffel-tower.svg,eiffel-tower,建筑,埃菲尔铁塔,"铁塔, 塔, 法国建筑, 浪漫","tower, tower, french architecture, romantic"
preview close,Base,https://wentin.github.io/IconPark/source/Base/preview-close.svg,preview-close,基础,预览-关闭,"隐藏, 不可见, 眼睛, 关闭","hidden, invisible, eyes closed"
water level,Others,https://wentin.github.io/IconPark/source/Others/water-level.svg,water-level,其它,水位线,"水位线, 水滴","water line, water droplets"
friends circle,Brand,https://wentin.github.io/IconPark/source/Brand/friends-circle.svg,friends-circle,品牌,朋友圈,"朋友圈, 快门, 微信, 拍照, 社交, 晒图","circle of friends, shutter, micro-letters, pictures, social, blueprint"
find,Edit,https://wentin.github.io/IconPark/source/Edit/find.svg,find,编辑,查找,"查询, 搜索, 搜寻, 放大镜, 搜索列表","query, search, search, magnifying glass, search list"
clothes pants,Clothes,https://wentin.github.io/IconPark/source/Clothes/clothes-pants.svg,clothes-pants,服饰,裤子,"衣服, 服装, 服饰, 裤子","clothes, clothing, apparel, pants"
iwatch,Time,https://wentin.github.io/IconPark/source/Time/iwatch.svg,iwatch,时间,智能手表,"smart watches, 手表, 时间, 打电话","smart watches, watches, time, phone calls"
water no,Others,https://wentin.github.io/IconPark/source/Others/water-no.svg,water-no,其它,水缺乏,"节能, 环保, 新能源, 水资源, 缺乏, 匮乏","energy saving, environmental protection, new energy, water resources, lack, scarcity"
phone incoming one,Base,https://wentin.github.io/IconPark/source/Base/phone-incoming-one.svg,phone-incoming-one,基础,电话拨入,"拨入, 电话",dial phone
basketball stand,Sports,https://wentin.github.io/IconPark/source/Sports/basketball-stand.svg,basketball-stand,运动,篮球架,篮球架 运动 篮板,sports basketball backboard
diving bottle,Sports,https://wentin.github.io/IconPark/source/Sports/diving-bottle.svg,diving-bottle,运动,潜水瓶,"潜水, 氧气瓶, 补给, 装备, 瓶子, 救生, 医疗, 换气, 体育","diving, oxygen bottles, supplies, equipment, bottles, rescue, medical, ventilation, sports"
dislike,Base,https://wentin.github.io/IconPark/source/Base/dislike.svg,dislike,基础,不喜欢,"喜欢, 讨厌, 不喜欢","love, hate, dislike"
database forbid,Datas,https://wentin.github.io/IconPark/source/Datas/database-forbid.svg,database-forbid,数据库,数据库禁止,数据库禁止,database ban
game handle,Others,https://wentin.github.io/IconPark/source/Others/game-handle.svg,game-handle,其它,游戏手柄,"游戏, 手柄, 操作, 玩","game, handles, play"
laptop,Base,https://wentin.github.io/IconPark/source/Base/laptop.svg,laptop,基础,笔记本,"笔记本, 硬件, 计算机, 电脑","notebooks, hardware, computer, computer"
circular connection,Abstract,https://wentin.github.io/IconPark/source/Abstract/circular-connection.svg,circular-connection,抽象,圆形连接,圆形连接,circular connector
grimacing face,Emoji,https://wentin.github.io/IconPark/source/Emoji/grimacing-face.svg,grimacing-face,表情,呲牙张嘴,呲牙张嘴,ziya mouth
benz,Abstract,https://wentin.github.io/IconPark/source/Abstract/benz.svg,benz,抽象,奔驰,奔驰 三叉戟 轮毂 三角,benz triangular hub trident
follow up date sort,Charts,https://wentin.github.io/IconPark/source/Charts/follow-up-date-sort.svg,follow-up-date-sort,图表,按跟进日期排序,"跟进, 箭头, 下一步, 排序, 图表, 数据","follow the arrows, next, sorting, charts, data"
form,Charts,https://wentin.github.io/IconPark/source/Charts/form.svg,form,图表,表格,"表格, 图表, 数据, 列表","tables, charts, data, lists"
bike,Hardware,https://wentin.github.io/IconPark/source/Hardware/bike.svg,bike,硬件,自行车,"自行车, 单车, 交通, 出行, 健身, 锻炼","bike, bicycle, transportation, travel, fitness, exercise"
pie seven,Charts,https://wentin.github.io/IconPark/source/Charts/pie-seven.svg,pie-seven,图表,进度,"进度, 百分比, 饼图","progress, percentage, pie"
notebook and pen,Books,https://wentin.github.io/IconPark/source/Books/notebook-and-pen.svg,notebook-and-pen,书籍,笔记本和笔,笔记本和笔,notebook and pen
map road,Others,https://wentin.github.io/IconPark/source/Others/map-road.svg,map-road,其它,地图道路,"地图, 道路, 交通, 出行","map, roads, transportation, travel"
add user,Peoples,https://wentin.github.io/IconPark/source/Peoples/add-user.svg,add-user,人群,添加用户,"添加, 增加, 人群扩充, 用户, 个人中心, 我的, 人","add, increase, population expansion, the user, a personal center, my people"
shop,Build,https://wentin.github.io/IconPark/source/Build/shop.svg,shop,建筑,商店,"商店, 购物, 商场, 门店","shops, shopping malls, stores"
text rotation left,Edit,https://wentin.github.io/IconPark/source/Edit/text-rotation-left.svg,text-rotation-left,编辑,文本旋转-左,"文本, 编辑, 文字, 旋转, 向左","text editor, text, rotation, left"
liqueur,Foods,https://wentin.github.io/IconPark/source/Foods/liqueur.svg,liqueur,餐饮,鸡尾酒,"酒水, 果汁, 汽水, ","drinks, fruit juice, soft drinks,"
ad product,Abstract,https://wentin.github.io/IconPark/source/Abstract/ad-product.svg,ad-product,抽象,广告产品,"广告产品, 抽象, 盒子, 箱子, 立体","advertising products, abstract, boxes, boxes, three-dimensional"
unlock,Base,https://wentin.github.io/IconPark/source/Base/unlock.svg,unlock,基础,解锁,"解锁, 开锁, 锁定, 打开","unlock, unlock, lock, open"
thumbs down,Hands,https://wentin.github.io/IconPark/source/Hands/thumbs-down.svg,thumbs-down,手势,踩,"差评, 不赞, 错误","negative feedback, not praise, error"
zip,Edit,https://wentin.github.io/IconPark/source/Edit/zip.svg,zip,编辑,压缩文件,"压缩, 文件, 压缩包, ZIP","compression, file, archive, zip"
airpods,Music,https://wentin.github.io/IconPark/source/Music/airpods.svg,airpods,声音,AirPods,"蓝牙耳机, 苹果耳机, 耳机, 无线耳机","bluetooth headphones, apple headphones, headset, wireless headset"
hand right,Hands,https://wentin.github.io/IconPark/source/Hands/hand-right.svg,hand-right,手势,向右指,"向右, 右边, 手, 手势, hand","right, right, hand gestures, hand"
text wrap truncation,Edit,https://wentin.github.io/IconPark/source/Edit/text-wrap-truncation.svg,text-wrap-truncation,编辑,文本换行-截断,"截断, 省略, 文本省略, 换行","cut is omitted, the text will be omitted, wrap"
paragraph triangle,Edit,https://wentin.github.io/IconPark/source/Edit/paragraph-triangle.svg,paragraph-triangle,编辑,三角段落,三角段落,triangle paragraph
folder close,Books,https://wentin.github.io/IconPark/source/Books/folder-close.svg,folder-close,书籍,文件夹-关,"文件夹, 关闭文件夹","folder, the folder is closed"
prescription,Health,https://wentin.github.io/IconPark/source/Health/prescription.svg,prescription,医疗健康,处方,"药单, 看医生, 看病, 添加, 添加文件, 文件","prescriptions, doctor, doctor, add, add files,"
timer,Hardware,https://wentin.github.io/IconPark/source/Hardware/timer.svg,timer,硬件,计时器,"计时器, 手表, 时间, 智能手表, 机械表","timers, watches, time, smart watches, mechanical watches"
bring to front,Edit,https://wentin.github.io/IconPark/source/Edit/bring-to-front.svg,bring-to-front,编辑,最上层,"最上层, 图层, 层级, 顶层","the uppermost layer, layers, hierarchical, top"
battery working one,Hardware,https://wentin.github.io/IconPark/source/Hardware/battery-working-one.svg,battery-working-one,硬件,电池,"电池, 电量, 充电, 能量, 能源","battery, charge, charge, energy, energy"
github one,Brand,https://wentin.github.io/IconPark/source/Brand/github-one.svg,github-one,品牌,github-one,"代码共享社区, 开发, 社区","code sharing community development, community"
connection,Connect,https://wentin.github.io/IconPark/source/Connect/connection.svg,connection,连接,连接,"连接, 箭头, 线段, 链接, 结合","connection, arrow, line segments, links, binding"
block ten,Others,https://wentin.github.io/IconPark/source/Others/block-ten.svg,block-ten,其它,俄罗斯方块,"俄罗斯方块, 拼接, 模块, 组合, 组件, 游戏, 娱乐, 乐高, 魔方","tetris, high stitching, modules, combined, components, games, entertainment, music, rubik's cube"
icecream two,Foods,https://wentin.github.io/IconPark/source/Foods/icecream-two.svg,icecream-two,餐饮,冰激凌,"零食, 冷食, 冰, 凉食","snacks, cold, ice, cold food"
inbox,Base,https://wentin.github.io/IconPark/source/Base/inbox.svg,inbox,基础,收件箱,"收件箱, 信箱, 邮箱, 邮件, 信件","inbox, mail, mailbox, mail, letters"
memory card,Hardware,https://wentin.github.io/IconPark/source/Hardware/memory-card.svg,memory-card,硬件,记忆卡,"U盘, 硬盘, 储存, 硬件, 移动, 保存, 文件, 安全","u disk, hard disk, storage, hardware, move, save, file, security"
international,Others,https://wentin.github.io/IconPark/source/Others/international.svg,international,其它,国际化,"非中国区, 全球, 地球, 国际, 地图","non-chinese areas, global, globe, international, map"
